,Title,Rank,Year,Duration,Gener,Rating,Director,Star1,Star2,Star3,Star4,Votes,Year obj,label
6627,A Quiet Place,1,2018,90.0,Drama,7.5,John Krasinski,Emily Blunt,John Krasinski,Millicent Simmonds,Noah Jupe,452588,2010-2022,6.0
6628,Bohemian Rhapsody,14,2018,134.0,Biography,7.9,Bryan Singer,Rami Malek,Lucy Boynton,Gwilym Lee,Ben Hardy,475548,2010-2022,6.0
6629,Deadpool 2,18,2018,119.0,Action,7.7,David Leitch,Ryan Reynolds,Josh Brolin,Morena Baccarin,Julian Dennison,504695,2010-2022,6.0
6630,Black Panther,5,2018,134.0,Action,7.3,Ryan Coogler,Chadwick Boseman,Michael B. Jordan,Lupita Nyong'o,Danai Gurira,659801,2010-2022,6.0
6631,Avengers: Infinity War,2,2018,149.0,Action,8.4,Anthony Russo,Joe Russo,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,895029,2010-2022,6.0
6632,The Burnt Orange Heresy,70,2019,99.0,Action,6.1,Giuseppe Capotondi,Claes Bang,Elizabeth Debicki,Mick Jagger,Donald Sutherland,3586,2010-2022,6.0
6633,Buddy Games,80,2019,90.0,Comedy,4.9,Josh Duhamel,Dan Bakkedahl,Kevin Dillon,Josh Duhamel,Olivia Munn,3977,2010-2022,6.0
6634,Above Suspicion,93,2019,104.0,Action,5.6,Phillip Noyce,Emilia Clarke,Jack Huston,Sophie Lowe,Johnny Knoxville,4107,2010-2022,6.0
6635,Human Capital,84,2019,98.0,Drama,5.8,Marc Meyers,Liev Schreiber,Marisa Tomei,Peter Sarsgaard,Maya Hawke,5176,2010-2022,6.0
6636,Our Friend,49,2019,124.0,Drama,7.3,Gabriela Cowperthwaite,Jason Segel,Isabella Kai,Violet McGraw,Casey Affleck,5830,2010-2022,6.0
6637,The Best of Enemies,25,2019,133.0,Biography,7.2,Robin Bissell,Taraji P. Henson,Sam Rockwell,Babou Ceesay,Anne Heche,12738,2010-2022,6.0
6638,Falling Inn Love,56,2019,98.0,Comedy,5.6,Roger Kumble,Christina Milian,Adam Demos,Jeffrey Bowyer-Chapman,Anna Jullienne,17018,2010-2022,6.0
6639,The Goldfinch,99,2019,149.0,Drama,6.3,John Crowley,Oakes Fegley,Ansel Elgort,Nicole Kidman,Jeffrey Wright,18823,2010-2022,6.0
6640,Synchronic,72,2019,102.0,Drama,6.2,Justin Benson,Aaron Moorhead,Anthony Mackie,Jamie Dornan,Katie Aselton,20735,2010-2022,6.0
6641,Saint Maud,53,2019,84.0,Drama,6.7,Rose Glass,Morfydd Clark,Caoilfhionn Dunne,Jennifer Ehle,Marcus Hutton,21543,2010-2022,6.0
6642,The Outpost,47,2019,123.0,Action,6.8,Rod Lurie,Scott Eastwood,Caleb Landry Jones,Orlando Bloom,Jack Kesy,25695,2010-2022,6.0
6643,Dora and the Lost City of Gold,79,2019,102.0,Adventure,6.1,James Bobin,Isabela Merced,Eugenio Derbez,Michael Peña,Eva Longoria,26496,2010-2022,6.0
6644,The Informer,67,2019,113.0,Action,6.6,Andrea Di Stefano,Joel Kinnaman,Rosamund Pike,Common,Mateusz Kosciukiewicz,28581,2010-2022,6.0
6645,The Addams Family,65,2019,86.0,Animation,5.8,Greg Tiernan,Conrad Vernon,Oscar Isaac,Charlize Theron,Chloë Grace Moretz,30838,2010-2022,6.0
6646,Late Night,54,2019,102.0,Comedy,6.5,Nisha Ganatra,Emma Thompson,Mindy Kaling,John Lithgow,Hugh Dancy,32498,2010-2022,6.0
6647,A Rainy Day in New York,88,2019,92.0,Comedy,6.5,Woody Allen,Timothée Chalamet,Elle Fanning,Liev Schreiber,Suzanne Smith,35235,2010-2022,6.0
6648,Official Secrets,38,2019,112.0,Biography,7.3,Gavin Hood,Keira Knightley,Matt Smith,Matthew Goode,Rhys Ifans,38251,2010-2022,6.0
6649,The Dirt,76,2019,107.0,Biography,7.0,Jeff Tremaine,Douglas Booth,Iwan Rheon,Machine Gun Kelly,Daniel Webber,42662,2010-2022,6.0
6650,The Curse of La Llorona,86,2019,93.0,Horror,5.3,Michael Chaves,Linda Cardellini,Raymond Cruz,Patricia Velasquez,Marisol Ramirez,43138,2010-2022,6.0
6651,Downton Abbey,34,2019,122.0,Drama,7.4,Michael Engler,Stephen Campbell Moore,Michael Fox,Lesley Nicol,Sophie McShera,43209,2010-2022,6.0
6652,Guns Akimbo,60,2019,98.0,Action,6.3,Jason Lei Howden,Daniel Radcliffe,Samara Weaving,Ned Dennehy,Natasha Liu Bordizzo,44396,2010-2022,6.0
6653,Vivarium,74,2019,97.0,Comedy,5.8,Lorcan Finnegan,Imogen Poots,Danielle Ryan,Molly McCann,Jesse Eisenberg,44711,2010-2022,6.0
6654,Cats,89,2019,110.0,Comedy,2.8,Tom Hooper,James Corden,Judi Dench,Jason Derulo,Idris Elba,44891,2010-2022,6.0
6655,Ma,100,2019,99.0,Horror,5.6,Tate Taylor,Octavia Spencer,Diana Silvers,Juliette Lewis,McKaley Miller,46278,2010-2022,6.0
6656,Five Feet Apart,77,2019,116.0,Drama,7.2,Justin Baldoni,Haley Lu Richardson,Cole Sprouse,Moises Arias,Kimberly Hebert Gregory,50665,2010-2022,6.0
6657,The Secret Life of Pets 2,92,2019,86.0,Animation,6.5,Chris Renaud,Jonathan del Val,Patton Oswalt,Kevin Hart,Harrison Ford,54367,2010-2022,6.0
6658,Charlie's Angels,59,2019,118.0,Action,4.8,Elizabeth Banks,Kristen Stewart,Naomi Scott,Ella Balinska,Elizabeth Banks,61616,2010-2022,6.0
6659,Annabelle Comes Home,69,2019,106.0,Horror,5.9,Gary Dauberman,Vera Farmiga,Patrick Wilson,Mckenna Grace,Madison Iseman,64350,2010-2022,6.0
6660,The Dead Don't Die,20,2019,104.0,Comedy,5.5,Jim Jarmusch,Bill Murray,Adam Driver,Tom Waits,Chloë Sevigny,64457,2010-2022,6.0
6661,Fighting with My Family,30,2019,108.0,Biography,7.1,Stephen Merchant,Dwayne Johnson,Lena Headey,Vince Vaughn,Florence Pugh,70333,2010-2022,6.0
6662,Richard Jewell,95,2019,131.0,Biography,7.5,Clint Eastwood,Paul Walter Hauser,Sam Rockwell,Brandon Stanley,Ryan Boz,71391,2010-2022,6.0
6663,Midway,27,2019,138.0,Action,6.7,Roland Emmerich,Ed Skrein,Patrick Wilson,Woody Harrelson,Luke Evans,72692,2010-2022,6.0
6664,The Peanut Butter Falcon,82,2019,97.0,Adventure,7.6,Tyler Nilson,Michael Schwartz,Zack Gottsagen,Ann Owens,Dakota Johnson,73237,2010-2022,6.0
6665,Portrait de la jeune fille en feu,66,2019,122.0,Drama,8.1,Céline Sciamma,Noémie Merlant,Adèle Haenel,Luàna Bajrami,Valeria Golino,73317,2010-2022,6.0
6666,The Highwaymen,98,2019,132.0,Biography,6.9,John Lee Hancock,Kevin Costner,Woody Harrelson,Kathy Bates,John Carroll Lynch,80958,2010-2022,6.0
6667,Hellboy,39,2019,120.0,Action,5.2,Neil Marshall,David Harbour,Milla Jovovich,Ian McShane,Sasha Lane,81768,2010-2022,6.0
6668,"Extremely Wicked, Shockingly Evil and Vile",91,2019,110.0,Biography,6.7,Joe Berlinger,Lily Collins,Zac Efron,Angela Sarafyan,Sydney Vollmer,83780,2010-2022,6.0
6669,Angel Has Fallen,68,2019,121.0,Action,6.4,Ric Roman Waugh,Gerard Butler,Frederick Schmidt,Danny Huston,Rocci Williams,85899,2010-2022,6.0
6670,Brightburn,94,2019,90.0,Drama,6.1,David Yarovesky,Elizabeth Banks,David Denman,Jackson A. Dunn,Abraham Clinkscales,86646,2010-2022,6.0
6671,Rambo: Last Blood,81,2019,89.0,Action,6.1,Adrian Grunberg,Sylvester Stallone,Paz Vega,Sergio Peris-Mencheta,Adriana Barraza,87282,2010-2022,6.0
6672,Hustlers,45,2019,110.0,Comedy,6.3,Lorene Scafaria,Constance Wu,Jennifer Lopez,Julia Stiles,Mette Towley,88508,2010-2022,6.0
6673,Maleficent: Mistress of Evil,97,2019,119.0,Adventure,6.6,Joachim Rønning,Angelina Jolie,Elle Fanning,Harris Dickinson,Michelle Pfeiffer,91127,2010-2022,6.0
6674,Sound of Metal,31,2019,120.0,Drama,7.8,Darius Marder,Riz Ahmed,Olivia Cooke,Paul Raci,Lauren Ridloff,96599,2010-2022,6.0
6675,Gemini Man,17,2019,117.0,Action,5.7,Ang Lee,Will Smith,Mary Elizabeth Winstead,Clive Owen,Benedict Wong,97359,2010-2022,6.0
6676,Long Shot,75,2019,125.0,Comedy,6.8,Jonathan Levine,Charlize Theron,Seth Rogen,June Diane Raphael,O'Shea Jackson Jr.,100966,2010-2022,6.0
6677,Booksmart,44,2019,102.0,Comedy,7.2,Olivia Wilde,Kaitlyn Dever,Beanie Feldstein,Jessica Williams,Jason Sudeikis,101597,2010-2022,6.0
6678,Murder Mystery,83,2019,97.0,Action,6.0,Kyle Newacheck,Adam Sandler,Jennifer Aniston,Luke Evans,Terence Stamp,109774,2010-2022,6.0
6679,Men in Black: International,19,2019,114.0,Action,5.6,F. Gary Gray,Chris Hemsworth,Tessa Thompson,Kumail Nanjiani,Rebecca Ferguson,119177,2010-2022,6.0
6680,Frozen II,62,2019,103.0,Animation,6.8,Chris Buck,Jennifer Lee,Kristen Bell,Idina Menzel,Josh Gad,147259,2010-2022,6.0
6681,6 Underground,41,2019,128.0,Action,6.1,Michael Bay,Ryan Reynolds,Mélanie Laurent,Manuel Garcia-Rulfo,Ben Hardy,148940,2010-2022,6.0
6682,Zombieland: Double Tap,71,2019,99.0,Action,6.7,Ruben Fleischer,Woody Harrelson,Jesse Eisenberg,Emma Stone,Abigail Breslin,150787,2010-2022,6.0
6683,Doctor Sleep,15,2019,152.0,Drama,7.3,Mike Flanagan,Ewan McGregor,Rebecca Ferguson,Kyliegh Curran,Cliff Curtis,156354,2010-2022,6.0
6684,Little Women,13,2019,135.0,Drama,7.8,Greta Gerwig,Saoirse Ronan,Emma Watson,Florence Pugh,Eliza Scanlen,158066,2010-2022,6.0
6685,Terminator: Dark Fate,35,2019,128.0,Action,6.2,Tim Miller,Linda Hamilton,Arnold Schwarzenegger,Mackenzie Davis,Natalia Reyes,158268,2010-2022,6.0
6686,Godzilla: King of the Monsters,40,2019,132.0,Action,6.0,Michael Dougherty,Kyle Chandler,Vera Farmiga,Millie Bobby Brown,Ken Watanabe,161304,2010-2022,6.0
6687,Dark Phoenix,87,2019,113.0,Action,5.7,Simon Kinberg,James McAvoy,Michael Fassbender,Jennifer Lawrence,Nicholas Hoult,165275,2010-2022,6.0
6688,El hoyo,57,2019,94.0,Horror,7.0,Galder Gaztelu-Urrutia,Ivan Massagué,Zorion Eguileor,Antonia San Juan,Emilio Buale,181431,2010-2022,6.0
6689,Fast & Furious Presents: Hobbs & Shaw,5,2019,137.0,Action,6.4,David Leitch,Dwayne Johnson,Jason Statham,Idris Elba,Vanessa Kirby,183097,2010-2022,6.0
6690,El Camino: A Breaking Bad Movie,73,2019,122.0,Action,7.3,Vince Gilligan,Aaron Paul,Jonathan Banks,Matt Jones,Charles Baker,197910,2010-2022,6.0
6691,Jumanji: The Next Level,33,2019,123.0,Action,6.6,Jake Kasdan,Dwayne Johnson,Jack Black,Kevin Hart,Karen Gillan,203153,2010-2022,6.0
6692,Ad Astra,90,2019,123.0,Adventure,6.5,James Gray,Brad Pitt,Tommy Lee Jones,Ruth Negga,Donald Sutherland,207778,2010-2022,6.0
6693,Toy Story 4,63,2019,100.0,Animation,7.7,Josh Cooley,Tom Hanks,Tim Allen,Annie Potts,Tony Hale,216250,2010-2022,6.0
6694,Glass,52,2019,129.0,Drama,6.6,M. Night Shyamalan,James McAvoy,Bruce Willis,Samuel L. Jackson,Anya Taylor-Joy,218665,2010-2022,6.0
6695,The Lion King,43,2019,118.0,Animation,6.9,Jon Favreau,Donald Glover,Beyoncé,Seth Rogen,Chiwetel Ejiofor,221596,2010-2022,6.0
6696,It Chapter Two,28,2019,169.0,Drama,6.5,Andy Muschietti,Jessica Chastain,James McAvoy,Bill Hader,Isaiah Mustafa,221918,2010-2022,6.0
6697,Midsommar,2,2019,148.0,Drama,7.1,Ari Aster,Florence Pugh,Jack Reynor,Vilhelm Blomgren,William Jackson Harper,230014,2010-2022,6.0
6698,Uncut Gems,37,2019,135.0,Crime,7.4,Benny Safdie,Josh Safdie,Adam Sandler,Julia Fox,Idina Menzel,237493,2010-2022,6.0
6699,Aladdin,48,2019,128.0,Adventure,6.9,Guy Ritchie,Will Smith,Mena Massoud,Naomi Scott,Marwan Kenzari,238897,2010-2022,6.0
6700,Alita: Battle Angel,23,2019,122.0,Action,7.3,Robert Rodriguez,Rosa Salazar,Christoph Waltz,Jennifer Connelly,Mahershala Ali,239959,2010-2022,6.0
6701,Marriage Story,64,2019,137.0,Comedy,7.9,Noah Baumbach,Adam Driver,Scarlett Johansson,Julia Greer,Azhy Robertson,263997,2010-2022,6.0
6702,The Gentlemen,9,2019,113.0,Action,7.8,Guy Ritchie,Matthew McConaughey,Charlie Hunnam,Michelle Dockery,Jeremy Strong,271122,2010-2022,6.0
6703,Shazam!,21,2019,132.0,Action,7.0,David F. Sandberg,Zachary Levi,Mark Strong,Asher Angel,Jack Dylan Grazer,283246,2010-2022,6.0
6704,John Wick: Chapter 3 - Parabellum,24,2019,130.0,Action,7.4,Chad Stahelski,Keanu Reeves,Halle Berry,Ian McShane,Laurence Fishburne,295723,2010-2022,6.0
6705,Ford v Ferrari,18,2019,152.0,Action,8.1,James Mangold,Matt Damon,Christian Bale,Jon Bernthal,Caitriona Balfe,321842,2010-2022,6.0
6706,Jojo Rabbit,26,2019,108.0,Comedy,7.9,Taika Waititi,Roman Griffin Davis,Thomasin McKenzie,Scarlett Johansson,Taika Waititi,327031,2010-2022,6.0
6707,The Irishman,29,2019,209.0,Biography,7.8,Martin Scorsese,Robert De Niro,Al Pacino,Joe Pesci,Harvey Keitel,343126,2010-2022,6.0
6708,Spider-Man: Far from Home,10,2019,129.0,Action,7.5,Jon Watts,Tom Holland,Samuel L. Jackson,Jake Gyllenhaal,Marisa Tomei,358168,2010-2022,6.0
6709,Star Wars: Episode IX - The Rise of Skywalker,16,2019,141.0,Action,6.5,J.J. Abrams,Daisy Ridley,John Boyega,Oscar Isaac,Adam Driver,393765,2010-2022,6.0
6710,1917,14,2019,119.0,Drama,8.3,Sam Mendes,Dean-Charles Chapman,George MacKay,Daniel Mays,Colin Firth,472103,2010-2022,6.0
6711,Captain Marvel,12,2019,123.0,Action,6.8,Anna Boden,Ryan Fleck,Brie Larson,Samuel L. Jackson,Ben Mendelsohn,477104,2010-2022,6.0
6712,Knives Out,8,2019,130.0,Comedy,7.9,Rian Johnson,Daniel Craig,Chris Evans,Ana de Armas,Jamie Lee Curtis,503998,2010-2022,6.0
6713,Once Upon a Time... in Hollywood,1,2019,161.0,Comedy,7.6,Quentin Tarantino,Leonardo DiCaprio,Brad Pitt,Margot Robbie,Emile Hirsch,599529,2010-2022,6.0
6714,Gisaengchung,6,2019,132.0,Comedy,8.6,Bong Joon Ho,Kang-ho Song,Sun-kyun Lee,Yeo-jeong Cho,Woo-sik Choi,629180,2010-2022,6.0
6715,Avengers: Endgame,4,2019,181.0,Action,8.4,Anthony Russo,Joe Russo,Robert Downey Jr.,Chris Evans,Mark Ruffalo,900148,2010-2022,6.0
6716,Joker,7,2019,122.0,Crime,8.4,Todd Phillips,Joaquin Phoenix,Robert De Niro,Zazie Beetz,Frances Conroy,1025159,2010-2022,6.0
6717,Medusa: Queen of the Serpents,78,2020,87.0,Horror,3.6,Matthew B.C.,Megan Purvis,Sarah T. Cohen,Nicola Wright,Amanda-Jade Tyler,223,2010-2022,6.0
6718,The Night House,92,2020,108.0,Horror,6.1,David Bruckner,Rebecca Hall,Stacy Martin,Sarah Goldberg,Vondie Curtis-Hall,294,2010-2022,6.0
6719,The Last Champion,30,2020,122.0,Drama,7.1,Glenn Withrow,Cole Hauser,Sean H. Scully,Annika Marks,Randall Batinkoff,332,2010-2022,6.0
6720,Good Joe Bell,87,2020,90.0,Biography,5.0,Reinaldo Marcus Green,Mark Wahlberg,Connie Britton,Gary Sinise,Morgan Lily,348,2010-2022,6.0
6721,Nine Days,90,2020,124.0,Drama,7.3,Edson Oda,Brandy Pitcher,Eric Ramaekers,Eliza de Azevedo Brown,Lisa Starrett,448,2010-2022,6.0
6722,Vicious Fun,50,2020,101.0,Comedy,6.6,Cody Calahan,Evan Marsh,Amber Goldfarb,Ari Millen,Julian Richings,1302,2010-2022,6.0
6723,Embattled,43,2020,117.0,Action,6.5,Nick Sarkisov,Stephen Dorff,Drew Scheid,Elizabeth Reaser,Donald Faison,1485,2010-2022,6.0
6724,Caveat,98,2020,88.0,Horror,6.0,Damian Mc Carthy,Ben Caplan,Conor Dwane,Jonathan French,Leila Sykes,1571,2010-2022,6.0
6725,Comment je suis devenu super-héros,14,2020,97.0,Action,5.9,Douglas Attal,Pio Marmaï,Vimala Pons,Benoît Poelvoorde,Leïla Bekhti,1841,2010-2022,6.0
6726,Meander,12,2020,90.0,Drama,5.8,Mathieu Turi,Gaia Weiss,Peter Franzén,Romane Libert,Frédéric Franchitti,1949,2010-2022,6.0
6727,Zola,3,2020,86.0,Comedy,6.9,Janicza Bravo,Taylour Paige,Riley Keough,Nicholas Braun,Ari'el Stachel,1958,2010-2022,6.0
6728,2 Hearts,62,2020,101.0,Drama,6.1,Lance Hool,Jacob Elordi,Adan Canto,Tiera Skovbye,Radha Mitchell,2018,2010-2022,6.0
6729,Kolskaya sverhglubokaya,25,2020,115.0,Horror,4.9,Arseny Syuhin,Milena Radulovic,Sergey Ivanyuk,Nikolay Kovbas,Vadim Demchog,2313,2010-2022,6.0
6730,Serebryanye konki,28,2020,130.0,Adventure,7.1,Michael Lockshin,Fedor Fedotov,Sonya Priss,Yuriy Borisov,Kirill Zaytsev,2629,2010-2022,6.0
6731,The Education of Fredrick Fitzell,67,2020,97.0,Drama,5.5,Christopher MacBride,Liisa Repo-Martell,Dylan O'Brien,Hannah Gross,Donald Burda,3034,2010-2022,6.0
6732,French Exit,64,2020,113.0,Comedy,6.0,Azazel Jacobs,Michelle Pfeiffer,Lucas Hedges,Tracy Letts,Valerie Mahaffey,3335,2010-2022,6.0
6733,The Comeback Trail,55,2020,104.0,Comedy,5.6,George Gallo,Robert De Niro,Tommy Lee Jones,Morgan Freeman,Zach Braff,3627,2010-2022,6.0
6734,The World to Come,57,2020,105.0,Drama,6.2,Mona Fastvold,Katherine Waterston,Vanessa Kirby,Casey Affleck,Christopher Abbott,4574,2010-2022,6.0
6735,What Lies Below,75,2020,87.0,Horror,4.3,Braden R. Duemmler,Ema Horvath,Troy Iwata,Danny Corbo,Mena Suvari,5006,2010-2022,6.0
6736,Occupation: Rainfall,85,2020,128.0,Action,5.7,Luke Sparke,Dan Ewing,Temuera Morrison,Daniel Gillies,Lawrence Makoare,5134,2010-2022,6.0
6737,Skylines,31,2020,113.0,Action,4.7,Liam O'Donnell,Lindsey Morgan,Jonathan Howard,Daniel Bernhardt,Rhona Mitra,6224,2010-2022,6.0
6738,Shiva Baby,21,2020,77.0,Comedy,7.2,Emma Seligman,Rachel Sennott,Danny Deferrari,Fred Melamed,Polly Draper,7562,2010-2022,6.0
6739,The Craft: Legacy,95,2020,97.0,Drama,4.4,Zoe Lister-Jones,Cailee Spaeny,Zoey Luna,Gideon Adlon,Lovie Simone,9237,2010-2022,6.0
6740,Minamata,65,2020,115.0,Drama,8.0,Andrew Levitas,Akiko Iwase,Johnny Depp,Katherine Jenkins,Bill Nighy,10204,2010-2022,6.0
6741,Ammonite,88,2020,120.0,Biography,6.5,Francis Lee,Kate Winslet,Saoirse Ronan,Gemma Jones,James McArdle,11191,2010-2022,6.0
6742,The Empty Man,48,2020,137.0,Horror,6.1,David Prior,James Badge Dale,Marin Ireland,Sasha Frolova,Samantha Logan,11858,2010-2022,6.0
6743,The Dry,47,2020,117.0,Crime,6.9,Robert Connolly,Eric Bana,Genevieve O'Reilly,Keir O'Donnell,John Polson,12117,2010-2022,6.0
6744,Kajillionaire,45,2020,104.0,Comedy,6.5,Miranda July,Richard Jenkins,Debra Winger,Evan Rachel Wood,Patricia Belcher,12724,2010-2022,6.0
6745,The Silencing,93,2020,93.0,Action,6.2,Robin Pront,Nikolaj Coster-Waldau,Caleb Ellsworth-Clark,Josh Cruddas,Annabelle Wallis,16458,2010-2022,6.0
6746,Let Him Go,2,2020,113.0,Crime,6.7,Thomas Bezucha,Diane Lane,Kevin Costner,Kayli Carter,Ryan Bruce,16954,2010-2022,6.0
6747,Shadow in the Cloud,91,2020,83.0,Action,4.8,Roseanne Liang,Chloë Grace Moretz,Nick Robinson,Beulah Koale,Taylor John Smith,18065,2010-2022,6.0
6748,Retfærdighedens ryttere,24,2020,116.0,Action,7.6,Anders Thomas Jensen,Mads Mikkelsen,Nikolaj Lie Kaas,Andrea Heick Gadeberg,Lars Brygmann,18317,2010-2022,6.0
6749,An American Pickle,82,2020,88.0,Comedy,5.7,Brandon Trost,Seth Rogen,Sarah Snook,Molly Evensen,Eliot Glazer,18521,2010-2022,6.0
6750,Trolls World Tour,86,2020,90.0,Animation,6.1,Walt Dohrn,David P. Smith,Anna Kendrick,Justin Timberlake,Rachel Bloom,18986,2010-2022,6.0
6751,Antebellum,96,2020,105.0,Drama,5.7,Gerard Bush,Christopher Renz,Janelle Monáe,Eric Lange,Jena Malone,21424,2010-2022,6.0
6752,The Courier,16,2020,112.0,Thriller,7.1,Dominic Cooke,Benedict Cumberbatch,Merab Ninidze,Rachel Brosnahan,Vladimir Chuprikov,21495,2010-2022,6.0
6753,After We Collided,38,2020,105.0,Drama,5.2,Roger Kumble,Josephine Langford,Hero Fiennes Tiffin,Dylan Sprouse,Louise Lombard,22616,2010-2022,6.0
6754,Possessor,89,2020,103.0,Horror,6.5,Brandon Cronenberg,Andrea Riseborough,Christopher Abbott,Jennifer Jason Leigh,Rossif Sutherland,25023,2010-2022,6.0
6755,Kimetsu no Yaiba: Mugen Ressha-Hen,26,2020,117.0,Animation,8.4,Haruo Sotozaki,Natsuki Hanae,Akari Kitô,Yoshitsugu Matsuoka,Hiro Shimono,28197,2010-2022,6.0
6756,The Croods: A New Age,22,2020,95.0,Animation,7.0,Joel Crawford,Nicolas Cage,Emma Stone,Ryan Reynolds,Catherine Keener,28385,2010-2022,6.0
6757,The Witches,49,2020,106.0,Adventure,5.3,Robert Zemeckis,Anne Hathaway,Octavia Spencer,Stanley Tucci,Chris Rock,29768,2010-2022,6.0
6758,The Babysitter: Killer Queen,73,2020,101.0,Comedy,5.8,McG,Judah Lewis,Samara Weaving,Jenna Ortega,Emily Alyn Lind,30503,2010-2022,6.0
6759,The Wrong Missy,99,2020,90.0,Comedy,5.7,Tyler Spindel,David Spade,Lauren Lapkus,Nick Swardson,Geoff Pierson,34706,2010-2022,6.0
6760,Freaky,18,2020,102.0,Comedy,6.3,Christopher Landon,Vince Vaughn,Kathryn Newton,Celeste O'Connor,Misha Osherovich,34766,2010-2022,6.0
6761,Bill & Ted Face the Music,5,2020,91.0,Adventure,6.0,Dean Parisot,Keanu Reeves,Alex Winter,Kristen Schaal,Samara Weaving,36200,2010-2022,6.0
6762,Hillbilly Elegy,76,2020,116.0,Drama,6.7,Ron Howard,Amy Adams,Glenn Close,Gabriel Basso,Haley Bennett,36654,2010-2022,6.0
6763,Honest Thief,44,2020,99.0,Action,6.0,Mark Williams,Liam Neeson,Kate Walsh,Jai Courtney,Jeffrey Donovan,38953,2010-2022,6.0
6764,Emma.,59,2020,124.0,Comedy,6.7,Autumn de Wilde,Anya Taylor-Joy,Johnny Flynn,Mia Goth,Angus Imrie,39229,2010-2022,6.0
6765,Fantasy Island,56,2020,109.0,Action,4.9,Jeff Wadlow,Michael Peña,Maggie Q,Lucy Hale,Austin Stowell,41128,2010-2022,6.0
6766,Pieces of a Woman,80,2020,126.0,Drama,7.1,Kornél Mundruczó,Vanessa Kirby,Shia LaBeouf,Ellen Burstyn,Iliza Shlesinger,41149,2010-2022,6.0
6767,The King of Staten Island,63,2020,136.0,Comedy,7.1,Judd Apatow,Pete Davidson,Bel Powley,Ricky Velez,Lou Wilson,48936,2010-2022,6.0
6768,Dolittle,84,2020,101.0,Adventure,5.6,Stephen Gaghan,Robert Downey Jr.,Antonio Banderas,Michael Sheen,Jim Broadbent,52556,2010-2022,6.0
6769,Minari,40,2020,115.0,Drama,7.5,Lee Isaac Chung,Steven Yeun,Yeri Han,Alan S. Kim,Noel Cho,52584,2010-2022,6.0
6770,Unhinged,36,2020,90.0,Action,6.0,Derrick Borte,Russell Crowe,Caren Pistorius,Gabriel Bateman,Jimmi Simpson,53303,2010-2022,6.0
6771,The New Mutants,33,2020,94.0,Action,5.3,Josh Boone,Maisie Williams,Anya Taylor-Joy,Charlie Heaton,Alice Braga,61369,2010-2022,6.0
6772,365 dni,6,2020,114.0,Drama,3.3,Barbara Bialowas,Tomasz Mandes,Anna Maria Sieklucka,Michele Morrone,Bronislaw Wroclawski,62753,2010-2022,6.0
6773,Mank,83,2020,131.0,Biography,6.9,David Fincher,Gary Oldman,Amanda Seyfried,Lily Collins,Tom Pelphrey,63003,2010-2022,6.0
6774,Bloodshot,77,2020,109.0,Action,5.7,Dave Wilson,Vin Diesel,Eiza González,Sam Heughan,Toby Kebbell,65957,2010-2022,6.0
6775,News of the World,41,2020,118.0,Action,6.8,Paul Greengrass,Tom Hanks,Helena Zengel,Tom Astor,Travis Johnson,67644,2010-2022,6.0
6776,Hamilton,17,2020,160.0,Biography,8.4,Thomas Kail,Lin-Manuel Miranda,Phillipa Soo,Leslie Odom Jr.,Renée Elise Goldsberry,68409,2010-2022,6.0
6777,Underwater,97,2020,95.0,Action,5.8,William Eubank,Kristen Stewart,Vincent Cassel,Mamoudou Athie,T.J. Miller,69395,2010-2022,6.0
6778,I'm Thinking of Ending Things,69,2020,134.0,Drama,6.6,Charlie Kaufman,Jesse Plemons,Jessie Buckley,Toni Collette,David Thewlis,70713,2010-2022,6.0
6779,Spenser Confidential,72,2020,111.0,Action,6.2,Peter Berg,Mark Wahlberg,Winston Duke,Alan Arkin,Iliza Shlesinger,76759,2010-2022,6.0
6780,Greyhound,61,2020,91.0,Action,7.0,Aaron Schneider,Tom Hanks,Elisabeth Shue,Stephen Graham,Matt Helm,79102,2010-2022,6.0
6781,Eurovision Song Contest: The Story of Fire Saga,66,2020,123.0,Comedy,6.5,David Dobkin,Will Ferrell,Rachel McAdams,Dan Stevens,Mikael Persbrandt,83591,2010-2022,6.0
6782,A Quiet Place Part II,1,2020,97.0,Drama,7.4,John Krasinski,Emily Blunt,Millicent Simmonds,Cillian Murphy,John Krasinski,90455,2010-2022,6.0
6783,Druk,10,2020,117.0,Comedy,7.8,Thomas Vinterberg,Mads Mikkelsen,Thomas Bo Larsen,Magnus Millang,Lars Ranthe,90862,2010-2022,6.0
6784,Greenland,19,2020,119.0,Action,6.4,Ric Roman Waugh,Gerard Butler,Morena Baccarin,Roger Dale Floyd,Scott Glenn,92471,2010-2022,6.0
6785,Sonic the Hedgehog,70,2020,99.0,Action,6.5,Jeff Fowler,Ben Schwartz,James Marsden,Jim Carrey,Tika Sumpter,101467,2010-2022,6.0
6786,I Care a Lot,23,2020,118.0,Comedy,6.3,J Blakeson,Rosamund Pike,Peter Dinklage,Eiza González,Dianne Wiest,106632,2010-2022,6.0
6787,The Devil All the Time,39,2020,138.0,Crime,7.1,Antonio Campos,Tom Holland,Bill Skarsgård,Riley Keough,Jason Clarke,107229,2010-2022,6.0
6788,Promising Young Woman,7,2020,113.0,Crime,7.5,Emerald Fennell,Carey Mulligan,Bo Burnham,Alison Brie,Clancy Brown,111870,2010-2022,6.0
